1	2	0.1
1	3	0.1
1	4	0.5
1	5	0.2
1	6	0.3
1	7	0.5
1	8	0.8
1	9	0.5
1	10	1.3
1	11	0.5
1	12	0.2
1	13	0.5
1	14	0.3
1	15	0.5
1	16	0.5
1	17	0.4
1	18	0.1
1	19	0.3
1	20	0.3
1	21	0.1
1	22	0.4
1	23	0.3
1	24	0.1
2	1	0.1
2	3	0.1
2	4	0.2
2	5	0.1
2	6	0.4
2	7	0.2
2	8	0.4
2	9	0.2
2	10	0.6
2	11	0.2
2	12	0.1
2	13	0.3
2	14	0.1
2	15	0.1
2	16	0.4
2	17	0.2
2	19	0.1
2	20	0.1
2	22	0.1
3	1	0.1
3	2	0.1
3	4	0.2
3	5	0.1
3	6	0.3
3	7	0.1
3	8	0.2
3	9	0.1
3	10	0.3
3	11	0.3
3	12	0.2
3	13	0.1
3	14	0.1
3	15	0.1
3	16	0.2
3	17	0.1
3	22	0.1
3	23	0.1
4	1	0.5
4	2	0.2
4	3	0.2
4	5	0.5
4	6	0.4
4	7	0.4
4	8	0.7
4	9	0.7
4	10	1.2
4	11	1.4
4	12	0.6
4	13	0.6
4	14	0.5
4	15	0.5
4	16	0.8
4	17	0.5
4	18	0.1
4	19	0.2
4	20	0.3
4	21	0.2
4	22	0.4
4	23	0.5
4	24	0.2
5	1	0.2
5	2	0.1
5	3	0.1
5	4	0.5
5	6	0.2
5	7	0.2
5	8	0.5
5	9	0.8
5	10	1
5	11	0.5
5	12	0.2
5	13	0.2
5	14	0.1
5	15	0.2
5	16	0.5
5	17	0.2
5	19	0.1
5	20	0.1
5	21	0.1
5	22	0.2
5	23	0.1
6	1	0.3
6	2	0.4
6	3	0.3
6	4	0.4
6	5	0.2
6	7	0.4
6	8	0.8
6	9	0.4
6	10	0.8
6	11	0.4
6	12	0.2
6	13	0.2
6	14	0.1
6	15	0.2
6	16	0.9
6	17	0.5
6	18	0.1
6	19	0.2
6	20	0.3
6	21	0.1
6	22	0.2
6	23	0.1
6	24	0.1
7	1	0.5
7	2	0.2
7	3	0.1
7	4	0.4
7	5	0.2
7	6	0.4
7	8	1
7	9	0.6
7	10	1.9
7	11	0.5
7	12	0.7
7	13	0.4
7	14	0.2
7	15	0.5
7	16	1.4
7	17	1
7	18	0.2
7	19	0.4
7	20	0.5
7	21	0.2
7	22	0.5
7	23	0.2
7	24	0.1
8	1	0.8
8	2	0.4
8	3	0.2
8	4	0.7
8	5	0.5
8	6	0.8
8	7	1
8	9	0.8
8	10	1.6
8	11	0.8
8	12	0.6
8	13	0.6
8	14	0.4
8	15	0.6
8	16	2.2
8	17	1.4
8	18	0.3
8	19	0.7
8	20	0.9
8	21	0.4
8	22	0.5
8	23	0.3
8	24	0.2
9	1	0.5
9	2	0.2
9	3	0.1
9	4	0.7
9	5	0.8
9	6	0.4
9	7	0.6
9	8	0.8
9	10	2.8
9	11	1.4
9	12	0.6
9	13	0.6
9	14	0.6
9	15	0.9
9	16	1.4
9	17	0.9
9	18	0.2
9	19	0.4
9	20	0.6
9	21	0.3
9	22	0.7
9	23	0.5
9	24	0.2
10	1	1.3
10	2	0.6
10	3	0.3
10	4	1.2
10	5	1
10	6	0.8
10	7	1.9
10	8	1.6
10	9	2.8
10	11	4
10	12	2
10	13	1.9
10	14	2.1
10	15	4
10	16	4.4
10	17	3.9
10	18	0.7
10	19	1.8
10	20	2.5
10	21	1.2
10	22	2.6
10	23	1.8
10	24	0.8
11	1	0.5
11	2	0.2
11	3	0.3
11	4	1.5
11	5	0.5
11	6	0.4
11	7	0.5
11	8	0.8
11	9	1.4
11	10	3.9
11	12	1.4
11	13	1
11	14	1.6
11	15	1.4
11	16	1.4
11	17	1
11	18	0.1
11	19	0.4
11	20	0.6
11	21	0.4
11	22	1.1
11	23	1.3
11	24	0.6
12	1	0.2
12	2	0.1
12	3	0.2
12	4	0.6
12	5	0.2
12	6	0.2
12	7	0.7
12	8	0.6
12	9	0.6
12	10	2
12	11	1.4
12	13	1.3
12	14	0.7
12	15	0.7
12	16	0.7
12	17	0.6
12	18	0.2
12	19	0.3
12	20	0.4
12	21	0.3
12	22	0.7
12	23	0.7
12	24	0.5
13	1	0.5
13	2	0.3
13	3	0.1
13	4	0.6
13	5	0.2
13	6	0.2
13	7	0.4
13	8	0.6
13	9	0.6
13	10	1.9
13	11	1
13	12	1.3
13	14	0.6
13	15	0.7
13	16	0.6
13	17	0.5
13	18	0.1
13	19	0.3
13	20	0.6
13	21	0.6
13	22	1.3
13	23	0.8
13	24	0.8
14	1	0.3
14	2	0.1
14	3	0.1
14	4	0.5
14	5	0.1
14	6	0.1
14	7	0.2
14	8	0.4
14	9	0.6
14	10	2.1
14	11	1.6
14	12	0.7
14	13	0.6
14	15	1.3
14	16	0.7
14	17	0.7
14	18	0.1
14	19	0.3
14	20	0.5
14	21	0.4
14	22	1.2
14	23	1.1
14	24	0.4
15	1	0.5
15	2	0.1
15	3	0.1
15	4	0.5
15	5	0.2
15	6	0.2
15	7	0.5
15	8	0.6
15	9	1
15	10	4
15	11	1.4
15	12	0.7
15	13	0.7
15	14	1.3
15	16	1.2
15	17	1.5
15	18	0.2
15	19	0.8
15	20	1.1
15	21	0.8
15	22	2.6
15	23	1
15	24	0.4
16	1	0.5
16	2	0.4
16	3	0.2
16	4	0.8
16	5	0.5
16	6	0.9
16	7	1.4
16	8	2.2
16	9	1.4
16	10	4.4
16	11	1.4
16	12	0.7
16	13	0.6
16	14	0.7
16	15	1.2
16	17	2.8
16	18	0.5
16	19	1.3
16	20	1.6
16	21	0.6
16	22	1.2
16	23	0.5
16	24	0.3
17	1	0.4
17	2	0.2
17	3	0.1
17	4	0.5
17	5	0.2
17	6	0.5
17	7	1
17	8	1.4
17	9	0.9
17	10	3.9
17	11	1
17	12	0.6
17	13	0.5
17	14	0.7
17	15	1.5
17	16	2.8
17	18	0.6
17	19	1.7
17	20	1.7
17	21	0.6
17	22	1.7
17	23	0.6
17	24	0.3
18	1	0.1
18	4	0.1
18	6	0.1
18	7	0.2
18	8	0.3
18	9	0.2
18	10	0.7
18	11	0.2
18	12	0.2
18	13	0.1
18	14	0.1
18	15	0.2
18	16	0.5
18	17	0.6
18	19	0.3
18	20	0.4
18	21	0.1
18	22	0.3
18	23	0.1
19	1	0.3
19	2	0.1
19	4	0.2
19	5	0.1
19	6	0.2
19	7	0.4
19	8	0.7
19	9	0.4
19	10	1.8
19	11	0.4
19	12	0.3
19	13	0.3
19	14	0.3
19	15	0.8
19	16	1.3
19	17	1.7
19	18	0.3
19	20	1.2
19	21	0.4
19	22	1.2
19	23	0.3
19	24	0.1
20	1	0.3
20	2	0.1
20	4	0.3
20	5	0.1
20	6	0.3
20	7	0.5
20	8	0.9
20	9	0.6
20	10	2.5
20	11	0.6
20	12	0.5
20	13	0.6
20	14	0.5
20	15	1.1
20	16	1.6
20	17	1.7
20	18	0.4
20	19	1.2
20	21	1.2
20	22	2.4
20	23	0.7
20	24	0.4
21	1	0.1
21	4	0.2
21	5	0.1
21	6	0.1
21	7	0.2
21	8	0.4
21	9	0.3
21	10	1.2
21	11	0.4
21	12	0.3
21	13	0.6
21	14	0.4
21	15	0.8
21	16	0.6
21	17	0.6
21	18	0.1
21	19	0.4
21	20	1.2
21	22	1.8
21	23	0.7
21	24	0.5
22	1	0.4
22	2	0.1
22	3	0.1
22	4	0.4
22	5	0.2
22	6	0.2
22	7	0.5
22	8	0.5
22	9	0.7
22	10	2.6
22	11	1.1
22	12	0.7
22	13	1.3
22	14	1.2
22	15	2.6
22	16	1.2
22	17	1.7
22	18	0.3
22	19	1.2
22	20	2.4
22	21	1.8
22	23	2.1
22	24	1.1
23	1	0.3
23	3	0.1
23	4	0.5
23	5	0.1
23	6	0.1
23	7	0.2
23	8	0.3
23	9	0.5
23	10	1.8
23	11	1.3
23	12	0.7
23	13	0.8
23	14	1.1
23	15	1
23	16	0.5
23	17	0.6
23	18	0.1
23	19	0.3
23	20	0.7
23	21	0.7
23	22	2.1
23	24	0.7
24	1	0.1
24	4	0.2
24	6	0.1
24	7	0.1
24	8	0.2
24	9	0.2
24	10	0.8
24	11	0.6
24	12	0.5
24	13	0.7
24	14	0.4
24	15	0.4
24	16	0.3
24	17	0.3
24	19	0.1
24	20	0.4
24	21	0.5
24	22	1.1
24	23	0.7
